ANO_ELEICAO,NM_MUNICIPIO,SG_PARTIDO,NM_VOTAVEL,NM_PARTIDO,QT_VOTOS
2018,NOVA RUSSAS,REDE,MARINA SILVA,Rede Sustentabilidade,28
2018,NOVO ORIENTE,#NULO#,Branco,#NULO#,345
2018,NOVO ORIENTE,#NULO#,Nulo,#NULO#,656
2018,NOVO ORIENTE,DC,EYMAEL,Democracia Cristã,1
2018,NOVO ORIENTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,130
2018,NOVO ORIENTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,115
2018,NOVO ORIENTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,4973
2018,NOVO ORIENTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,8739
2018,NOVO ORIENTE,NOVO,JOÃO AMOÊDO,Partido Novo,15
2018,NOVO ORIENTE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,3
2018,NOVO ORIENTE,PSL,JAIR BOLSONARO,Partido Social Liberal,1342
2018,NOVO ORIENTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,17
2018,NOVO ORIENTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,7
2018,NOVO ORIENTE,PATRI,CABO DACIOLO,Patriota,54
2018,NOVO ORIENTE,PODE,ALVARO DIAS,Podemos,11
2018,NOVO ORIENTE,REDE,MARINA SILVA,Rede Sustentabilidade,16
2018,OCARA,#NULO#,Branco,#NULO#,371
2018,OCARA,#NULO#,Nulo,#NULO#,734
2018,OCARA,DC,EYMAEL,Democracia Cristã,2
2018,OCARA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,81
2018,OCARA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,144
2018,OCARA,PDT,CIRO GOMES,Partido Democrático Trabalhista,7104
2018,OCARA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7266
2018,OCARA,NOVO,JOÃO AMOÊDO,Partido Novo,43
2018,OCARA,PSL,JAIR BOLSONARO,Partido Social Liberal,2895
2018,OCARA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,69
2018,OCARA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,OCARA,PATRI,CABO DACIOLO,Patriota,184
2018,OCARA,PODE,ALVARO DIAS,Podemos,28
2018,OCARA,REDE,MARINA SILVA,Rede Sustentabilidade,48
2018,ORÓS,#NULO#,Branco,#NULO#,218
2018,ORÓS,#NULO#,Nulo,#NULO#,646
2018,ORÓS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,91
2018,ORÓS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,67
2018,ORÓS,PDT,CIRO GOMES,Partido Democrático Trabalhista,5133
2018,ORÓS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5683
2018,ORÓS,NOVO,JOÃO AMOÊDO,Partido Novo,5
2018,ORÓS,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,ORÓS,PSL,JAIR BOLSONARO,Partido Social Liberal,1492
2018,ORÓS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,22
2018,ORÓS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,ORÓS,PATRI,CABO DACIOLO,Patriota,77
2018,ORÓS,PODE,ALVARO DIAS,Podemos,9
2018,ORÓS,REDE,MARINA SILVA,Rede Sustentabilidade,30
2018,PACAJUS,#NULO#,Branco,#NULO#,1031
2018,PACAJUS,#NULO#,Nulo,#NULO#,2505
2018,PACAJUS,DC,EYMAEL,Democracia Cristã,3
2018,PACAJUS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,243
2018,PACAJUS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,317
2018,PACAJUS,PDT,CIRO GOMES,Partido Democrático Trabalhista,15864
2018,PACAJUS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,10590
2018,PACAJUS,NOVO,JOÃO AMOÊDO,Partido Novo,98
2018,PACAJUS,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,7
2018,PACAJUS,PSL,JAIR BOLSONARO,Partido Social Liberal,9356
2018,PACAJUS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,76
2018,PACAJUS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,8
2018,PACAJUS,PATRI,CABO DACIOLO,Patriota,572
2018,PACAJUS,PODE,ALVARO DIAS,Podemos,75
2018,PACAJUS,REDE,MARINA SILVA,Rede Sustentabilidade,125
2018,PACATUBA,#NULO#,Branco,#NULO#,812
2018,PACATUBA,#NULO#,Nulo,#NULO#,2051
2018,PACATUBA,DC,EYMAEL,Democracia Cristã,15
2018,PACATUBA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,256
2018,PACATUBA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,376
2018,PACATUBA,PDT,CIRO GOMES,Partido Democrático Trabalhista,11353
2018,PACATUBA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,11907
2018,PACATUBA,NOVO,JOÃO AMOÊDO,Partido Novo,84
2018,PACATUBA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,PACATUBA,PSL,JAIR BOLSONARO,Partido Social Liberal,9969
2018,PACATUBA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,82
2018,PACATUBA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,7
2018,PACATUBA,PATRI,CABO DACIOLO,Patriota,767
2018,PACATUBA,PODE,ALVARO DIAS,Podemos,72
2018,PACATUBA,REDE,MARINA SILVA,Rede Sustentabilidade,145
2018,PACOTI,#NULO#,Branco,#NULO#,161
2018,PACOTI,#NULO#,Nulo,#NULO#,428
2018,PACOTI,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,46
2018,PACOTI,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,164
2018,PACOTI,PDT,CIRO GOMES,Partido Democrático Trabalhista,3677
2018,PACOTI,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2847
2018,PACOTI,NOVO,JOÃO AMOÊDO,Partido Novo,12
2018,PACOTI,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,3
2018,PACOTI,PSL,JAIR BOLSONARO,Partido Social Liberal,778
2018,PACOTI,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,11
2018,PACOTI,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,PACOTI,PATRI,CABO DACIOLO,Patriota,53
2018,PACOTI,PODE,ALVARO DIAS,Podemos,2
2018,PACOTI,REDE,MARINA SILVA,Rede Sustentabilidade,15
2018,PACUJÁ,#NULO#,Branco,#NULO#,91
2018,PACUJÁ,#NULO#,Nulo,#NULO#,235
2018,PACUJÁ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,23
2018,PACUJÁ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,21
2018,PACUJÁ,PDT,CIRO GOMES,Partido Democrático Trabalhista,2525
2018,PACUJÁ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1324
2018,PACUJÁ,NOVO,JOÃO AMOÊDO,Partido Novo,9
2018,PACUJÁ,PSL,JAIR BOLSONARO,Partido Social Liberal,277
2018,PACUJÁ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,PACUJÁ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,PACUJÁ,PATRI,CABO DACIOLO,Patriota,16
2018,PACUJÁ,PODE,ALVARO DIAS,Podemos,2
2018,PACUJÁ,REDE,MARINA SILVA,Rede Sustentabilidade,3
2018,PALHANO,#NULO#,Branco,#NULO#,113
2018,PALHANO,#NULO#,Nulo,#NULO#,275
2018,PALHANO,DC,EYMAEL,Democracia Cristã,8
2018,PALHANO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,27
2018,PALHANO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,87
2018,PALHANO,PDT,CIRO GOMES,Partido Democrático Trabalhista,2740
2018,PALHANO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2404
2018,PALHANO,NOVO,JOÃO AMOÊDO,Partido Novo,11
2018,PALHANO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,PALHANO,PSL,JAIR BOLSONARO,Partido Social Liberal,1243
2018,PALHANO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,PALHANO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,PALHANO,PATRI,CABO DACIOLO,Patriota,46
2018,PALHANO,PODE,ALVARO DIAS,Podemos,5
2018,PALHANO,REDE,MARINA SILVA,Rede Sustentabilidade,17
2018,PALMÁCIA,#NULO#,Branco,#NULO#,112
2018,PALMÁCIA,#NULO#,Nulo,#NULO#,384
2018,PALMÁCIA,DC,EYMAEL,Democracia Cristã,2
2018,PALMÁCIA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,44
2018,PALMÁCIA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,59
2018,PALMÁCIA,PDT,CIRO GOMES,Partido Democrático Trabalhista,2622
2018,PALMÁCIA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2880
2018,PALMÁCIA,NOVO,JOÃO AMOÊDO,Partido Novo,16
2018,PALMÁCIA,PSL,JAIR BOLSONARO,Partido Social Liberal,968
2018,PALMÁCIA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,15
2018,PALMÁCIA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,PALMÁCIA,PATRI,CABO DACIOLO,Patriota,39
2018,PALMÁCIA,PODE,ALVARO DIAS,Podemos,4
2018,PALMÁCIA,REDE,MARINA SILVA,Rede Sustentabilidade,12
2018,PARACURU,#NULO#,Branco,#NULO#,512
2018,PARACURU,#NULO#,Nulo,#NULO#,1429
2018,PARACURU,DC,EYMAEL,Democracia Cristã,4
2018,PARACURU,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,115
2018,PARACURU,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,308
2018,PARACURU,PDT,CIRO GOMES,Partido Democrático Trabalhista,7905
2018,PARACURU,PT,FERNANDO HADDAD,Partido dos Trabalhadores,9030
2018,PARACURU,NOVO,JOÃO AMOÊDO,Partido Novo,61
2018,PARACURU,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,4
2018,PARACURU,PSL,JAIR BOLSONARO,Partido Social Liberal,4640
2018,PARACURU,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,58
2018,PARACURU,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,10
2018,PARACURU,PATRI,CABO DACIOLO,Patriota,272
2018,PARACURU,PODE,ALVARO DIAS,Podemos,36
2018,PARACURU,REDE,MARINA SILVA,Rede Sustentabilidade,157
2018,PARAIPABA,#NULO#,Branco,#NULO#,456
2018,PARAIPABA,#NULO#,Nulo,#NULO#,942
2018,PARAIPABA,DC,EYMAEL,Democracia Cristã,5
2018,PARAIPABA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,136
2018,PARAIPABA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,287
2018,PARAIPABA,PDT,CIRO GOMES,Partido Democrático Trabalhista,6463
2018,PARAIPABA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,6956
2018,PARAIPABA,NOVO,JOÃO AMOÊDO,Partido Novo,41
2018,PARAIPABA,PSL,JAIR BOLSONARO,Partido Social Liberal,4623
2018,PARAIPABA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,11
2018,PARAIPABA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,6
2018,PARAIPABA,PATRI,CABO DACIOLO,Patriota,219
2018,PARAIPABA,PODE,ALVARO DIAS,Podemos,41
2018,PARAIPABA,REDE,MARINA SILVA,Rede Sustentabilidade,53
2018,PARAMBU,#NULO#,Branco,#NULO#,516
2018,PARAMBU,#NULO#,Nulo,#NULO#,1039
2018,PARAMBU,DC,EYMAEL,Democracia Cristã,4
2018,PARAMBU,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,154
2018,PARAMBU,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,197
2018,PARAMBU,PDT,CIRO GOMES,Partido Democrático Trabalhista,6860
2018,PARAMBU,PT,FERNANDO HADDAD,Partido dos Trabalhadores,6620
2018,PARAMBU,NOVO,JOÃO AMOÊDO,Partido Novo,37
2018,PARAMBU,PSL,JAIR BOLSONARO,Partido Social Liberal,3449
2018,PARAMBU,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,19
2018,PARAMBU,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,8
2018,PARAMBU,PATRI,CABO DACIOLO,Patriota,70
2018,PARAMBU,PODE,ALVARO DIAS,Podemos,17
2018,PARAMBU,REDE,MARINA SILVA,Rede Sustentabilidade,15
2018,PARAMOTI,#NULO#,Branco,#NULO#,118
2018,PARAMOTI,#NULO#,Nulo,#NULO#,302
2018,PARAMOTI,DC,EYMAEL,Democracia Cristã,1
2018,PARAMOTI,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,26
2018,PARAMOTI,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,87
2018,PARAMOTI,PDT,CIRO GOMES,Partido Democrático Trabalhista,3112
2018,PARAMOTI,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3060
2018,PARAMOTI,NOVO,JOÃO AMOÊDO,Partido Novo,11
2018,PARAMOTI,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,PARAMOTI,PSL,JAIR BOLSONARO,Partido Social Liberal,1011
2018,PARAMOTI,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,16
2018,PARAMOTI,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,PARAMOTI,PATRI,CABO DACIOLO,Patriota,29
2018,PARAMOTI,PODE,ALVARO DIAS,Podemos,14
2018,PARAMOTI,REDE,MARINA SILVA,Rede Sustentabilidade,19
2018,PEDRA BRANCA,#NULO#,Branco,#NULO#,464
2018,PEDRA BRANCA,#NULO#,Nulo,#NULO#,1255
2018,PEDRA BRANCA,DC,EYMAEL,Democracia Cristã,1
2018,PEDRA BRANCA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,129
2018,PEDRA BRANCA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,99
2018,PEDRA BRANCA,PDT,CIRO GOMES,Partido Democrático Trabalhista,10560
2018,PEDRA BRANCA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,10715
2018,PEDRA BRANCA,NOVO,JOÃO AMOÊDO,Partido Novo,23
2018,PEDRA BRANCA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,PEDRA BRANCA,PSL,JAIR BOLSONARO,Partido Social Liberal,1767
2018,PEDRA BRANCA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,46
2018,PEDRA BRANCA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,PEDRA BRANCA,PATRI,CABO DACIOLO,Patriota,90
2018,PEDRA BRANCA,PODE,ALVARO DIAS,Podemos,6
2018,PEDRA BRANCA,REDE,MARINA SILVA,Rede Sustentabilidade,17
2018,PENAFORTE,#NULO#,Branco,#NULO#,127
2018,PENAFORTE,#NULO#,Nulo,#NULO#,243
2018,PENAFORTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,37
2018,PENAFORTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,60
2018,PENAFORTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,2118
2018,PENAFORTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2892
2018,PENAFORTE,NOVO,JOÃO AMOÊDO,Partido Novo,27
2018,PENAFORTE,PSL,JAIR BOLSONARO,Partido Social Liberal,636
2018,PENAFORTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,10
2018,PENAFORTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,PENAFORTE,PATRI,CABO DACIOLO,Patriota,121
2018,PENAFORTE,REDE,MARINA SILVA,Rede Sustentabilidade,6
2018,PENTECOSTE,#NULO#,Branco,#NULO#,379
2018,PENTECOSTE,#NULO#,Nulo,#NULO#,1187
2018,PENTECOSTE,DC,EYMAEL,Democracia Cristã,2
2018,PENTECOSTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,158
2018,PENTECOSTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,190
2018,PENTECOSTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,8271
2018,PENTECOSTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,11685
2018,PENTECOSTE,NOVO,JOÃO AMOÊDO,Partido Novo,46
2018,PENTECOSTE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,6
2018,PENTECOSTE,PSL,JAIR BOLSONARO,Partido Social Liberal,4034
2018,PENTECOSTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,41
2018,PENTECOSTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,10
2018,PENTECOSTE,PATRI,CABO DACIOLO,Patriota,212
2018,PENTECOSTE,PODE,ALVARO DIAS,Podemos,47
2018,PENTECOSTE,REDE,MARINA SILVA,Rede Sustentabilidade,54
2018,PEREIRO,#NULO#,Branco,#NULO#,219
2018,PEREIRO,#NULO#,Nulo,#NULO#,479
2018,PEREIRO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,78
2018,PEREIRO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,145
2018,PEREIRO,PDT,CIRO GOMES,Partido Democrático Trabalhista,6228
2018,PEREIRO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2243
2018,PEREIRO,NOVO,JOÃO AMOÊDO,Partido Novo,18
2018,PEREIRO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,PEREIRO,PSL,JAIR BOLSONARO,Partido Social Liberal,781
2018,PEREIRO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,27
2018,PEREIRO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,PEREIRO,PATRI,CABO DACIOLO,Patriota,37
2018,PEREIRO,PODE,ALVARO DIAS,Podemos,30
2018,PEREIRO,REDE,MARINA SILVA,Rede Sustentabilidade,14
2018,PINDORETAMA,#NULO#,Branco,#NULO#,247
2018,PINDORETAMA,#NULO#,Nulo,#NULO#,770
2018,PINDORETAMA,DC,EYMAEL,Democracia Cristã,1
2018,PINDORETAMA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,81
2018,PINDORETAMA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,113
2018,PINDORETAMA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4523
2018,PINDORETAMA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5682
2018,PINDORETAMA,NOVO,JOÃO AMOÊDO,Partido Novo,18
2018,PINDORETAMA,PSL,JAIR BOLSONARO,Partido Social Liberal,2541
2018,PINDORETAMA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,27
2018,PINDORETAMA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,PINDORETAMA,PATRI,CABO DACIOLO,Patriota,109
2018,PINDORETAMA,PODE,ALVARO DIAS,Podemos,12
2018,PINDORETAMA,REDE,MARINA SILVA,Rede Sustentabilidade,102
2018,PIQUET CARNEIRO,#NULO#,Branco,#NULO#,221
2018,PIQUET CARNEIRO,#NULO#,Nulo,#NULO#,397
2018,PIQUET CARNEIRO,DC,EYMAEL,Democracia Cristã,1
2018,PIQUET CARNEIRO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,58
2018,PIQUET CARNEIRO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,42
2018,PIQUET CARNEIRO,PDT,CIRO GOMES,Partido Democrático Trabalhista,4482
2018,PIQUET CARNEIRO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2586
2018,PIQUET CARNEIRO,NOVO,JOÃO AMOÊDO,Partido Novo,5
2018,PIQUET CARNEIRO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,PIQUET CARNEIRO,PSL,JAIR BOLSONARO,Partido Social Liberal,609
2018,PIQUET CARNEIRO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,9
2018,PIQUET CARNEIRO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,PIQUET CARNEIRO,PATRI,CABO DACIOLO,Patriota,24
2018,PIQUET CARNEIRO,PODE,ALVARO DIAS,Podemos,1
2018,PIQUET CARNEIRO,REDE,MARINA SILVA,Rede Sustentabilidade,8
2018,PIRES FERREIRA,#NULO#,Branco,#NULO#,58
2018,PIRES FERREIRA,#NULO#,Nulo,#NULO#,116
2018,PIRES FERREIRA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,31
2018,PIRES FERREIRA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,25
2018,PIRES FERREIRA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4067
2018,PIRES FERREIRA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1132
2018,PIRES FERREIRA,NOVO,JOÃO AMOÊDO,Partido Novo,2
2018,PIRES FERREIRA,PSL,JAIR BOLSONARO,Partido Social Liberal,481
2018,PIRES FERREIRA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,8
2018,PIRES FERREIRA,PATRI,CABO DACIOLO,Patriota,16
2018,PIRES FERREIRA,PODE,ALVARO DIAS,Podemos,3
2018,PIRES FERREIRA,REDE,MARINA SILVA,Rede Sustentabilidade,7
2018,PORANGA,#NULO#,Branco,#NULO#,90
2018,PORANGA,#NULO#,Nulo,#NULO#,393
2018,PORANGA,DC,EYMAEL,Democracia Cristã,1
2018,PORANGA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,61
2018,PORANGA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,76
2018,PORANGA,PDT,CIRO GOMES,Partido Democrático Trabalhista,2042
2018,PORANGA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3601
2018,PORANGA,NOVO,JOÃO AMOÊDO,Partido Novo,15
2018,PORANGA,PSL,JAIR BOLSONARO,Partido Social Liberal,611
2018,PORANGA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,26
2018,PORANGA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,PORANGA,PATRI,CABO DACIOLO,Patriota,39
2018,PORANGA,PODE,ALVARO DIAS,Podemos,4
2018,PORANGA,REDE,MARINA SILVA,Rede Sustentabilidade,14
2018,PORTEIRAS,#NULO#,Branco,#NULO#,111
2018,PORTEIRAS,#NULO#,Nulo,#NULO#,323
2018,PORTEIRAS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,100
2018,PORTEIRAS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,38
2018,PORTEIRAS,PDT,CIRO GOMES,Partido Democrático Trabalhista,3566
2018,PORTEIRAS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5224
2018,PORTEIRAS,NOVO,JOÃO AMOÊDO,Partido Novo,7
2018,PORTEIRAS,PSL,JAIR BOLSONARO,Partido Social Liberal,749
2018,PORTEIRAS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,9
2018,PORTEIRAS,PATRI,CABO DACIOLO,Patriota,27
2018,PORTEIRAS,PODE,ALVARO DIAS,Podemos,7
2018,PORTEIRAS,REDE,MARINA SILVA,Rede Sustentabilidade,18
2018,POTENGI,#NULO#,Branco,#NULO#,137
2018,POTENGI,#NULO#,Nulo,#NULO#,244
2018,POTENGI,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,59
2018,POTENGI,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,47
2018,POTENGI,PDT,CIRO GOMES,Partido Democrático Trabalhista,2023
2018,POTENGI,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2731
2018,POTENGI,NOVO,JOÃO AMOÊDO,Partido Novo,5
2018,POTENGI,PSL,JAIR BOLSONARO,Partido Social Liberal,294
2018,POTENGI,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,37
2018,POTENGI,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,POTENGI,PATRI,CABO DACIOLO,Patriota,17
2018,POTENGI,PODE,ALVARO DIAS,Podemos,3
2018,POTENGI,REDE,MARINA SILVA,Rede Sustentabilidade,3
2018,POTIRETAMA,#NULO#,Branco,#NULO#,36
2018,POTIRETAMA,#NULO#,Nulo,#NULO#,108
2018,POTIRETAMA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,14
2018,POTIRETAMA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,14
2018,POTIRETAMA,PDT,CIRO GOMES,Partido Democrático Trabalhista,1381
2018,POTIRETAMA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2290
2018,POTIRETAMA,NOVO,JOÃO AMOÊDO,Partido Novo,6
2018,POTIRETAMA,PSL,JAIR BOLSONARO,Partido Social Liberal,392
2018,POTIRETAMA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,2
2018,POTIRETAMA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,POTIRETAMA,PATRI,CABO DACIOLO,Patriota,27
2018,POTIRETAMA,PODE,ALVARO DIAS,Podemos,2
2018,POTIRETAMA,REDE,MARINA SILVA,Rede Sustentabilidade,10
2018,QUITERIANÓPOLIS,#NULO#,Branco,#NULO#,268
2018,QUITERIANÓPOLIS,#NULO#,Nulo,#NULO#,622
2018,QUITERIANÓPOLIS,DC,EYMAEL,Democracia Cristã,1
2018,QUITERIANÓPOLIS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,106
2018,QUITERIANÓPOLIS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,90
2018,QUITERIANÓPOLIS,PDT,CIRO GOMES,Partido Democrático Trabalhista,5131
2018,QUITERIANÓPOLIS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4770
2018,QUITERIANÓPOLIS,NOVO,JOÃO AMOÊDO,Partido Novo,10
2018,QUITERIANÓPOLIS,PSL,JAIR BOLSONARO,Partido Social Liberal,1014
2018,QUITERIANÓPOLIS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,3
2018,QUITERIANÓPOLIS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,QUITERIANÓPOLIS,PATRI,CABO DACIOLO,Patriota,31
2018,QUITERIANÓPOLIS,PODE,ALVARO DIAS,Podemos,15
2018,QUITERIANÓPOLIS,REDE,MARINA SILVA,Rede Sustentabilidade,31
2018,QUIXADÁ,#NULO#,Branco,#NULO#,1258
2018,QUIXADÁ,#NULO#,Nulo,#NULO#,2580
2018,QUIXADÁ,DC,EYMAEL,Democracia Cristã,7
2018,QUIXADÁ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,187
2018,QUIXADÁ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,1107
2018,QUIXADÁ,PDT,CIRO GOMES,Partido Democrático Trabalhista,14866
2018,QUIXADÁ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,16016
